캐비티 결과,DM60346
232,I
226,P
238,P
236,L
227,M
235,N
243,O
235,P
231,I
227,P
241,P
228,L
230,M
230,P
239,O
239,P
232,I
227,P
241,P
240,L
230,M
230,N
239,O
240,P
232,I
237,P
236,P
240,L
231,M
239,M
234,O
238,P
230,I
227,P
241,P
239,L
230,M
244,N
244,O
239,P
232,I
237,P
236,P
232,L
231,M
244,P
243,O
231,P
232,I
241,O
241,Q
230,L
231,M
232,P
239,O
241,P
232,I
241,J
242,Q
239,L
229,M
230,N
238,O
226,P
232,I
232,J
241,P
240,L
230,M
230,N
241,O
239,P
231,I
232,P
242,Q
241,L
230,M
233,N
244,O
239,P
231,I
227,P
241,P
230,L
231,M
230,N
244,O
239,P
231,I
243,P
240,P
240,L
231,M
231,P
243,O
239,P
231,I
226,P
242,P
235,L
231,M
230,M
235,O
239,P
231,I
228,P
242,P
232,L
231,M
231,N
240,O
240,P
232,I
225,P
242,P
241,L
230,M
239,N
241,O
241,P
232,I
226,P
242,P
241,L
231,M
236,P
244,O
239,P
233,I
229,P
242,E
243,L
230,M
244,P
245,O
240,P
231,I
228,I
236,P
239,L
230,M
231,N
239,O
240,P
232,I
241,L
242,P
240,L
231,M
230,P
242,O
239,P
231,I
227,Q
243,P
240,L
231,M
244,P
245,O
239,P
231,I
226,P
236,P
236,L
231,M
233,M
242,O
238,P
232,I
227,P
236,P
240,L
231,M
243,N
243,O
238,P
232,I
242,P
241,P
240,L
231,M
233,N
244,O
239,P
231,I
228,P
241,P
240,L
232,M
234,N
245,O
240,P
232,I
237,P
241,P
230,L
228,M
231,N
239,O
238,P
232,I
241,P
242,P
236,L
231,M
232,P
243,O
239,P
232,I
241,P
242,Q
235,L
230,M
231,N
243,O
240,P
233,I
236,P
242,P
240,L
231,M
231,P
244,O
239,P
232,I
236,P
244,P
240,L
231,M
244,P
238,O
239,P
231,I
240,P
242,P
240,L
230,M
233,Q
244,O
239,P
231,I
226,P
243,P
240,L
229,M
239,P
242,O
238,P
232,I
226,J
241,E
230,L
230,M
244,N
240,O
241,P
233,I
241,P
226,P
230,L
229,M
244,Q
243,O
240,P
232,I
228,Q
242,P
240,L
229,M
233,P
239,O
238,P
232,I
242,P
242,P
240,L
231,M
234,N
238,O
235,P
231,I
236,J
237,P
230,L
235,M
231,P
241,O
239,P
232,I
230,Q
242,E
236,L
231,M
233,N
244,O
240,P
231,I
241,J
241,P
239,L
230,M
229,P
240,O
238,P
231,I
227,P
237,E
240,L
231,M
245,P
245,O
239,P
232,I
241,P
242,P
233,L
231,M
231,N
243,O
237,P
232,I
226,I
237,P
240,L
229,M
233,N
245,O
239,P
232,I
227,P
243,P
231,L
231,M
238,N
246,O
238,P
232,I
241,N
241,P
240,L
228,M
231,P
244,O
237,P
232,I
237,P
242,E
236,L
229,M
233,P
244,O
240,P
231,I
227,S
241,P
232,L
230,M
239,P
239,O
239,P
232,I
241,Q
237,P
236,L
231,M
239,P
244,O
241,P
232,I
232,P
241,P
231,L
231,M
231,N
244,O
231,P
233,I
237,P
242,P
232,L
230,M
244,P
243,O
240,P
231,I
228,P
243,P
243,L
235,M
230,P
239,O
238,P
231,I
224,P
240,P
244,L
228,M
243,P
243,O
238,P
231,I
241,P
236,P
232,L
231,M
239,N
239,O
240,P
231,I
241,J
236,P
240,L
231,M
239,N
238,O
240,P
231,I
227,P
237,E
240,L
230,M
232,N
241,O
236,P
231,I
237,S
242,E
240,L
235,M
231,N
239,O
240,P
231,I
230,P
243,P
240,L
230,M
239,N
243,O
240,P
232,I
242,P
236,P
236,L
231,M
234,N
238,O
240,P
231,I
228,P
237,P
231,L
235,M
232,P
244,O
240,P
231,I
226,P
241,P
240,L
230,M
233,M
242,O
238,P
229,I
225,P
242,P
240,L
235,M
232,P
244,O
239,P
232,I
226,P
242,P
230,L
234,M
239,N
243,O
240,P
230,I
226,P
241,P
239,L
228,M
244,P
243,O
239,P
231,I
227,J
244,P
240,L
230,M
231,P
245,O
238,P
232,I
240,P
241,P
231,L
232,M
232,N
241,O
239,P
231,I
227,S
241,P
230,L
231,M
229,Q
240,O
238,P
232,I
226,T
241,Q
240,L
230,M
232,N
243,O
238,P
232,I
240,J
236,P
235,L
228,M
231,P
238,O
240,P
232,I
230,J
241,P
242,L
231,M
231,N
238,O
240,P
231,I
241,P
236,E
236,L
232,M
239,P
244,O
240,P
232,I
226,P
240,P
240,L
230,M
231,P
243,O
233,P
230,I
236,P
242,P
240,L
231,M
234,N
239,O
239,P
231,I
241,P
241,Q
240,L
230,M
240,N
239,O
240,P
231,I
241,L
226,Q
241,L
231,M
235,P
240,O
239,P
231,I
242,P
240,Q
236,L
228,M
231,P
234,O
237,P
231,I
243,P
240,P
240,L
229,M
231,N
234,O
240,P
231,I
242,T
242,P
231,L
229,M
230,P
243,O
240,P
232,I
236,P
241,P
236,L
230,M
232,N
243,O
240,P
230,I
242,P
242,P
232,L
231,M
245,P
244,O
238,P
231,I
241,P
237,P
240,L
230,M
238,P
243,O
231,P
232,I
228,P
238,E
230,L
232,M
238,P
243,O
239,P
233,I
225,P
242,P
231,L
230,M
232,N
244,O
238,P
232,I
236,P
242,P
230,L
230,M
244,N
240,O
240,P
231,I
232,P
242,P
240,L
229,M
231,N
242,O
231,P
233,I
237,P
236,P
245,L
230,M
230,P
242,O
240,P
232,I
227,P
242,E
240,L
236,M
244,N
239,O
240,P
233,I
242,P
241,P
241,L
228,M
243,P
244,O
239,P
232,I
225,P
242,E
236,L
229,M
231,P
244,O
240,P
231,I
226,P
236,P
231,L
236,M
230,N
244,O
241,P
233,I
236,P
242,P
232,L
231,M
234,N
239,O
239,P
232,I
230,P
236,P
246,L
231,M
234,P
240,O
240,P
233,I
230,J
237,P
231,L
231,M
243,P
243,O
239,P
232,I
243,P
236,P
241,L
231,M
233,P
244,O
240,P
232,I
229,P
236,Q
232,L
231,M
232,N
244,O
231,P
231,I
226,Q
243,P
239,L
231,M
232,P
244,O
241,P
233,I
236,P
237,P
234,L
233,M
233,P
243,O
240,P
231,I
227,P
242,P
231,L
232,M
231,P
238,O
239,P
232,I
227,J
242,P
231,L
228,M
234,N
244,O
241,P
232,I
227,P
237,P
230,L
231,M
230,E
239,O
240,P
233,I
233,P
237,P
236,L
230,M
231,N
244,O
240,P
233,I
228,J
237,P
232,L
231,M
230,N
244,O
241,P
232,I
228,P
236,P
240,L
231,M
231,N
244,O
240,P
232,I
227,J
236,P
240,L
231,M
231,N
244,O
232,P
232,I
237,J
243,P
236,L
230,M
235,N
244,O
240,P
231,I
236,P
236,E
240,L
231,M
244,P
244,O
241,P
232,I
226,P
242,P
240,L
232,M
231,P
244,O
231,P
230,I
242,P
242,P
245,L
231,M
244,P
243,O
241,P
232,I
227,P
236,P
231,L
231,M
231,P
238,O
239,P
232,I
242,P
242,P
230,L
231,M
244,N
239,O
238,P
232,I
226,P
241,P
230,L
231,M
232,P
239,O
239,P
231,I
226,P
236,P
239,L
231,M
239,P
244,O
240,P
232,I
226,P
242,P
240,L
231,M
236,P
245,O
239,P
233,I
243,P
241,P
245,L
230,M
238,P
243,O
239,P
233,I
229,P
242,P
240,L
231,M
230,P
244,O
240,P
232,I
227,P
237,Q
231,L
232,M
232,N
244,O
239,P
232,I
228,P
242,E
236,L
230,M
232,P
244,O
239,P
233,I
243,P
242,P
240,L
232,M
239,P
245,O
240,P
233,I
229,P
243,E
247,L
230,M
232,P
244,O
240,P
231,I
237,P
241,P
240,L
229,M
239,N
245,O
231,P
233,I
242,P
243,P
240,L
231,M
232,P
240,O
239,P
231,I
234,P
237,P
233,L
230,M
230,P
244,O
238,P
232,I
226,P
241,P
241,L
231,M
230,P
241,O
239,P
232,I
236,P
237,P
233,L
231,M
232,N
244,O
239,P
231,I
242,P
244,P
232,L
229,M
234,N
244,O
240,P
232,I
227,P
243,P
240,L
228,M
232,P
245,O
240,P
233,I
229,P
230,P
242,L
231,M
239,N
242,O
240,P
232,I
243,P
242,P
240,L
228,M
230,P
244,O
239,P
232,I
227,J
242,P
231,L
229,M
231,P
243,O
240,P
233,I
227,P
242,P
236,L
229,M
232,P
244,O
238,P
232,I
242,P
243,P
236,L
231,M
230,N
239,O
240,P
233,I
236,P
241,P
232,L
235,M
239,P
243,O
240,P
232,I
242,J
242,P
240,L
230,M
235,N
245,O
240,P
232,I
241,P
237,P
230,L
228,M
232,N
244,O
239,P
233,I
232,L
237,E
241,L
232,M
232,P
239,O
239,P
232,I
228,P
236,P
240,L
231,M
231,N
239,O
240,P
231,I
228,I
243,E
239,L
235,M
231,N
238,O
240,P
231,I
227,P
241,P
230,L
228,M
231,N
239,O
240,P
232,I
227,P
242,P
241,L
227,M
244,N
243,O
239,P
231,I
226,P
242,P
240,L
230,M
231,M
239,O
238,P
232,I
228,P
240,P
240,L
229,M
236,N
240,O
239,P
232,I
226,P
242,P
240,L
229,M
244,P
244,O
241,P
232,I
236,P
237,P
240,L
230,M
229,P
240,O
240,P
233,I
241,O
232,E
231,L
231,M
238,N
239,O
239,P
232,I
243,P
242,P
231,L
229,M
233,P
245,O
240,P
233,I
228,Q
243,P
240,L
230,M
230,Q
245,O
238,P
230,I
227,L
243,P
241,L
231,M
231,P
239,O
239,P
233,I
236,P
236,P
235,L
230,M
233,P
244,O
237,P
232,I
241,P
241,P
232,L
230,M
233,P
245,O
240,P
234,I
237,P
242,P
241,L
230,M
233,P
239,O
240,P
233,I
228,P
243,P
240,L
236,M
233,P
244,O
239,P
231,I
236,T
236,P
240,L
231,M
231,P
242,O
231,P
232,I
242,P
242,P
231,L
228,M
232,P
240,O
236,P
232,I
236,P
243,P
231,L
230,M
232,P
239,O
238,P
232,I
226,P
236,P
240,L
231,M
231,N
238,O
240,P
232,I
226,P
241,E
235,L
229,M
229,P
244,O
241,P
231,I
227,J
241,Q
230,L
229,M
244,N
241,O
239,P
232,I
227,P
237,P
240,L
231,M
244,P
238,O
240,P
231,I
226,P
240,P
234,L
231,M
230,P
234,O
239,P
233,I
226,P
242,P
240,L
236,M
231,P
243,O
239,P
232,I
236,N
236,P
232,L
228,M
231,N
239,O
239,P
232,I
237,P
241,P
245,L
230,M
233,N
239,O
240,P
233,I
228,O
243,P
235,L
230,M
235,P
239,O
235,P
231,I
236,L
236,E
236,L
231,M
245,P
238,O
238,P
233,I
229,T
244,E
241,L
231,M
233,P
244,O
239,P
232,I
232,P
243,P
240,L
229,M
232,N
238,O
238,P
233,I
236,J
242,P
241,L
228,M
233,P
241,O
240,P
231,I
242,P
241,P
230,L
231,M
239,N
243,O
239,P
231,I
242,I
241,P
230,L
230,M
239,N
245,O
238,P
233,I
228,J
243,P
240,L
230,M
232,N
242,O
238,P
232,I
226,P
237,P
230,L
230,M
232,N
243,O
237,P
232,I
226,P
241,P
230,L
228,M
231,P
243,O
231,P
230,I
227,P
238,P
241,L
232,M
231,P
244,O
231,P
232,I
237,L
237,P
229,L
228,M
239,N
239,O
239,P
231,I
226,L
242,P
230,L
231,M
230,N
235,O
241,P
232,I
236,P
241,P
236,L
228,M
243,P
239,O
240,P
232,I
226,P
236,P
240,L
229,M
239,Q
239,O
239,P
229,I
242,P
237,P
236,L
231,M
230,P
234,O
238,P
232,I
229,P
237,P
236,L
231,M
232,P
244,O
237,P
232,I
227,T
242,P
231,L
231,M
231,P
245,O
240,P
231,I
236,N
241,P
232,L
230,M
232,P
242,O
240,P
230,I
230,L
242,P
240,L
230,M
231,P
244,O
240,P
231,I
228,N
237,E
230,L
230,M
239,N
246,O
238,P
232,I
243,P
241,P
241,L
230,M
230,N
239,O
240,P
231,I
228,P
236,P
229,L
231,M
229,P
242,O
239,P
231,I
226,P
240,Q
240,L
231,M
231,N
244,O
239,P
231,I
243,P
237,P
233,L
229,M
230,N
241,O
239,P
232,I
237,P
237,P
239,L
228,M
244,N
242,O
239,P
230,I
236,P
241,E
230,L
231,M
232,P
238,O
241,P
231,I
227,P
236,E
242,L
229,M
230,Q
239,O
241,P
232,I
227,P
242,P
240,L
230,M
240,N
240,O
238,P
232,I
242,P
242,P
240,L
236,M
230,M
242,O
239,P
230,I
242,P
242,P
240,L
230,M
230,P
239,O
239,P
231,I
237,P
242,P
240,L
231,M
230,P
243,O
239,P
230,I
227,P
237,P
236,L
230,M
246,P
241,O
235,P
231,I
228,P
241,P
239,L
229,M
244,N
243,O
237,P
231,I
226,P
236,P
229,L
230,M
231,N
244,O
237,P
232,I
236,P
237,P
236,L
231,M
239,N
244,O
240,P
231,I
224,P
242,E
240,L
228,M
231,P
241,O
238,P
232,I
243,P
236,P
240,L
231,M
231,P
243,O
240,P
231,I
228,J
236,P
240,L
230,M
231,P
243,O
239,P
233,I
228,P
244,P
235,L
235,M
232,P
243,O
238,P
233,I
226,P
243,P
230,L
230,M
230,N
243,O
239,P
232,I
227,L
236,P
240,L
231,M
232,P
244,O
241,P
232,I
227,P
242,P
241,L
232,M
239,P
243,O
238,P
233,I
237,P
242,P
232,L
231,M
231,P
245,O
237,P
232,I
242,P
242,E
236,L
230,M
231,N
243,O
239,P
231,I
226,P
237,P
240,L
229,M
235,P
242,O
240,P
232,I
242,P
242,P
239,L
229,M
239,N
245,O
239,P
232,I
236,P
237,P
240,L
230,M
231,P
244,O
241,P
231,I
242,P
237,P
231,L
228,M
243,N
235,O
238,P
230,I
228,P
236,P
235,L
231,M
239,M
242,O
241,P
231,I
242,P
243,P
240,L
231,M
232,Q
244,O
240,P
230,I
226,P
242,P
240,L
234,M
232,P
243,O
239,P
231,I
241,P
240,P
240,L
230,M
230,M
244,O
239,P
232,I
226,L
242,Q
240,L
228,M
244,P
244,O
240,P
233,I
243,P
242,P
240,L
236,M
245,P
243,O
240,P
231,I
236,P
236,P
230,L
232,M
239,P
241,O
242,P
232,I
237,P
236,E
236,L
231,M
230,P
239,O
238,P
231,I
227,P
241,P
232,L
231,M
233,P
244,O
239,P
230,I
241,P
237,E
240,L
231,M
231,P
245,O
240,P
229,I
226,P
241,P
240,L
230,M
245,N
239,O
238,P
232,I
226,P
242,P
245,L
229,M
239,P
238,O
239,P
231,I
227,P
241,E
231,L
231,M
232,N
240,O
240,P
231,I
236,P
241,P
228,L
232,M
245,N
241,O
240,P
231,I
226,J
236,E
243,L
228,M
235,P
233,O
231,P
232,I
242,P
236,P
240,L
229,M
230,P
238,O
237,P
231,I
236,P
237,P
230,L
235,M
239,P
241,O
239,P
232,I
236,P
242,P
232,L
231,M
231,N
243,O
241,P
234,I
226,P
242,P
240,L
231,M
239,P
242,O
239,P
232,I
242,P
242,P
240,L
230,M
245,N
244,O
239,P
231,I
232,P
237,E
235,L
228,M
231,N
238,O
239,P
232,I
236,P
239,P
231,L
228,M
239,P
239,O
231,P
232,I
232,P
236,P
235,L
227,M
244,P
242,O
239,P
231,I
240,J
239,P
244,L
227,M
239,Q
238,O
240,P
231,I
226,P
236,Q
240,L
229,M
241,N
243,O
237,P
231,I
241,P
241,P
239,L
232,M
240,N
239,O
238,P
230,I
241,P
242,P
230,L
231,M
234,N
244,O
240,P
233,I
241,P
237,E
236,L
228,M
240,P
241,O
231,P
232,I
226,P
242,P
240,L
231,M
239,N
243,O
240,P
232,I
226,J
237,P
240,L
230,M
231,P
241,O
239,P
232,I
227,P
236,E
236,L
236,M
239,P
246,O
239,P
229,I
228,P
237,P
240,L
231,M
231,P
239,O
237,P
232,I
242,P
240,P
240,L
230,M
230,P
235,O
239,P
232,I
228,P
237,P
236,L
228,M
231,N
240,O
239,P
232,I
231,P
243,P
240,L
228,M
230,P
243,O
238,P
233,I
242,P
240,Q
240,L
236,M
230,N
243,O
238,P
232,I
226,P
241,P
240,L
235,M
230,P
244,O
239,P
231,I
236,P
241,P
239,L
231,M
231,P
242,O
239,P
230,I
242,P
236,P
235,L
231,M
231,M
238,O
238,P
231,I
226,L
241,P
240,L
229,M
240,N
234,O
238,P
232,I
232,P
243,E
241,L
228,M
238,P
239,O
240,P
231,I
236,O
236,P
241,L
227,M
230,P
244,O
239,P
232,I
236,I
243,P
240,L
232,M
244,P
243,O
241,P
234,I
241,P
243,E
230,L
228,M
230,P
244,O
238,P
233,I
228,S
242,P
230,L
229,M
239,P
239,O
239,P
232,I
227,J
237,P
233,L
231,M
232,N
241,O
240,P
232,I
227,P
236,P
233,L
230,M
233,N
239,O
241,P
233,I
242,P
242,P
245,L
232,M
230,N
244,O
239,P
232,I
243,P
242,P
240,L
228,M
231,P
239,O
239,P
233,I
242,J
242,P
230,L
230,M
245,P
244,O
237,P
232,I
228,I
236,P
235,L
228,M
235,P
240,O
239,P
232,I
236,J
242,Q
236,L
231,M
239,M
243,O
241,P
231,I
237,P
242,P
236,L
230,M
239,P
244,O
230,P
232,I
226,P
236,P
232,L
232,M
234,N
244,O
238,P
232,I
236,P
243,P
240,L
230,M
230,N
242,O
239,P
232,I
226,P
244,P
244,L
230,M
231,N
242,O
239,P
231,I
226,P
242,P
240,L
231,M
230,P
244,O
239,P
231,I
242,P
241,P
240,L
231,M
232,N
244,O
241,P
232,I
242,P
241,P
240,L
231,M
230,P
239,O
240,P
232,I
228,J
244,P
236,L
231,M
244,N
244,O
238,P
231,I
227,P
241,E
236,L
230,M
239,P
239,O
239,P
231,I
242,P
237,P
240,L
235,M
245,N
240,O
231,P
231,I
237,P
241,P
231,L
230,M
231,N
244,O
238,P
232,I
237,L
242,P
231,L
228,M
230,P
239,O
240,P
232,I
229,P
242,P
231,L
230,M
240,P
244,O
239,P
232,I
241,P
242,P
241,L
231,M
243,M
245,O
240,P
232,I
243,J
244,P
242,L
231,M
230,P
242,O
240,P
231,I
226,J
240,P
240,L
231,M
239,N
244,O
240,P
231,I
241,P
243,P
240,L
231,M
246,P
244,O
241,P
231,I
238,P
242,P
241,L
231,M
233,P
240,O
239,P
232,I
236,L
236,P
230,L
229,M
232,N
244,O
241,P
231,I
235,P
242,E
236,L
230,M
231,P
244,O
238,P
231,I
236,P
241,P
242,L
228,M
232,P
238,O
238,P
232,I
237,P
242,P
235,L
230,M
240,N
243,O
240,P
233,I
226,P
243,P
230,L
229,M
231,P
244,O
238,P
232,I
235,Q
241,P
240,L
229,M
230,P
243,O
239,P
233,I
226,P
238,P
232,L
229,M
234,N
242,O
240,P
233,I
227,P
236,P
240,L
229,M
239,P
243,O
241,P
232,I
227,P
242,P
241,L
231,M
231,M
243,O
238,P
233,I
241,P
241,P
240,L
230,M
243,P
244,O
239,P
233,I
227,P
237,P
241,L
230,M
230,N
239,O
239,P
232,I
232,J
237,P
236,L
231,M
234,Q
238,O
240,P
232,I
226,P
237,Q
230,L
231,M
232,Q
244,O
240,P
231,I
227,P
242,P
241,L
229,M
244,N
244,O
238,P
232,I
231,P
241,E
229,L
229,M
245,M
241,O
240,P
231,I
235,P
239,Q
239,L
236,M
233,N
244,O
238,P
232,I
236,P
242,P
240,L
231,M
235,P
239,O
237,P
231,I
237,P
243,P
241,L
229,M
239,P
242,O
240,P
232,I
227,P
243,P
243,L
232,M
232,P
240,O
239,P
232,I
236,P
237,E
240,L
229,M
232,P
239,O
239,P
233,I
232,P
241,P
240,L
233,M
233,P
239,O
240,P
232,I
227,P
243,P
231,L
231,M
244,P
245,O
240,P
233,I
231,P
242,P
237,L
231,M
234,P
245,O
239,P
234,I
227,T
242,P
236,L
231,M
231,N
243,O
239,P
231,I
227,P
237,P
241,L
231,M
235,P
245,O
239,P
232,I
240,P
243,P
246,L
231,M
231,N
239,O
240,P
234,I
229,P
237,P
240,L
232,M
239,P
244,O
239,P
232,I
242,P
242,P
236,L
232,M
232,P
244,O
239,P
231,I
229,P
242,P
240,L
230,M
240,P
239,O
232,P
233,I
226,P
242,P
240,L
229,M
232,N
244,O
240,P
232,I
227,P
241,P
236,L
231,M
235,P
244,O
239,P
231,I
228,P
237,P
240,L
231,M
239,N
238,O
242,P
233,I
225,L
243,P
235,L
228,M
236,P
242,O
238,P
232,I
236,P
242,P
236,L
233,M
239,P
244,O
238,P
232,I
226,Q
237,P
235,L
227,M
242,M
240,O
239,P
232,I
241,P
237,P
244,L
232,M
236,P
239,O
231,P
232,I
242,P
242,P
240,L
229,M
240,P
239,O
239,P
231,I
235,P
240,P
240,L
231,M
231,P
239,O
239,P
232,I
228,P
243,P
240,L
236,M
232,P
243,O
240,P
232,I
236,P
243,P
235,L
232,M
232,M
245,O
239,P
231,I
236,P
237,P
241,L
231,M
232,P
245,O
240,P
232,I
241,P
237,Q
240,L
226,M
231,N
243,O
240,P
232,I
227,I
242,P
240,L
229,M
233,P
244,O
239,P
233,I
237,P
244,P
239,L
226,M
229,N
242,O
238,P
232,I
242,P
242,P
235,L
236,M
245,N
240,O
239,P
233,I
226,P
242,P
240,L
228,M
239,P
242,O
238,P
231,I
227,P
242,P
241,L
230,M
239,P
240,O
231,P
233,I
226,J
242,P
235,L
228,M
230,P
242,O
239,P
232,I
227,J
242,P
236,L
230,M
244,P
241,O
239,P
232,I
242,P
242,P
240,L
230,M
234,N
238,O
238,P
233,I
230,P
242,P
240,L
236,M
231,P
240,O
227,P
232,I
225,P
242,P
230,L
231,M
239,P
243,O
235,P
231,I
236,P
240,P
240,L
225,M
240,P
243,O
239,P
231,I
242,P
242,P
240,L
229,M
230,N
241,O
239,P
230,I
227,P
242,Q
239,L
230,M
234,P
243,O
239,P
231,I
226,P
242,P
231,L
231,M
245,P
245,O
239,P
232,I
242,P
242,P
230,L
236,M
241,N
244,O
240,P
233,I
226,T
242,P
232,L
230,M
239,N
243,O
240,P
231,I
242,P
242,Q
230,L
227,M
231,P
240,O
239,P
231,I
227,J
242,P
235,L
236,M
230,P
244,O
238,P
232,I
227,P
242,P
240,L
236,M
230,N
244,O
239,P
231,I
231,J
242,Q
242,L
236,M
235,P
243,O
240,P
231,I
236,L
241,P
240,L
228,M
245,N
240,O
239,P
230,I
225,P
241,P
240,L
227,M
239,N
241,O
237,P
232,I
227,P
241,Q
240,L
230,M
244,P
244,O
240,P
229,I
226,P
236,Q
240,L
229,M
230,N
243,O
239,P
230,I
242,P
241,P
229,L
229,M
232,P
242,O
239,P
231,I
231,P
241,P
235,L
232,M
230,M
244,O
239,P
230,I
226,L
243,P
231,L
230,M
239,P
243,O
235,P
233,I
228,P
236,P
230,L
231,M
230,P
242,O
239,P
231,I
226,P
243,P
235,L
235,M
245,P
239,O
238,P
231,I
227,L
241,P
235,L
230,M
238,P
243,O
240,P
232,I
236,P
241,Q
240,L
231,M
231,P
241,O
238,P
231,I
243,N
244,P
230,L
230,M
230,P
244,O
239,P
231,I
243,P
242,P
230,L
230,M
235,N
243,O
240,P
231,I
242,P
239,E
236,L
229,M
230,P
243,O
237,P
231,I
237,P
240,P
235,L
236,M
233,P
245,O
239,P
232,I
226,P
241,P
229,L
227,M
239,N
243,O
240,P
231,I
232,J
240,P
240,L
236,M
232,P
244,O
239,P
231,I
226,P
242,P
236,L
232,M
230,P
244,O
237,P
233,I
229,P
242,P
236,L
230,M
234,N
244,O
240,P
232,I
236,P
242,P
233,L
230,M
231,P
239,O
240,P
231,I
236,P
236,E
240,L
231,M
229,N
234,O
241,P
231,I
228,L
241,P
245,L
231,M
232,P
244,O
240,P
232,I
229,I
241,P
236,L
229,M
243,N
242,O
240,P
232,I
226,P
235,P
241,L
229,M
239,N
244,O
239,P
232,I
231,P
241,P
236,L
227,M
230,P
244,O
240,P
232,I
229,P
237,P
229,L
228,M
230,P
240,O
238,P
232,I
227,S
237,P
230,L
228,M
229,P
240,O
239,P
230,I
227,N
237,P
235,L
229,M
239,N
242,O
239,P
232,I
228,P
237,P
242,L
231,M
240,N
238,O
237,P
232,I
228,P
237,P
230,L
229,M
230,N
243,O
240,P
232,I
228,P
242,P
240,L
230,M
230,P
244,O
241,P
231,I
237,P
242,P
232,L
231,M
232,N
244,O
240,P
233,I
226,P
242,P
240,L
229,M
230,P
243,O
238,P
232,I
227,L
236,P
232,L
232,M
232,N
245,O
238,P
233,I
227,P
245,P
233,L
230,M
233,N
244,O
240,P
232,I
236,P
241,P
236,L
231,M
245,N
244,O
239,P
231,I
241,P
242,Q
236,L
230,M
233,N
244,O
240,P
233,I
241,P
242,P
230,L
231,M
239,P
243,O
239,P
233,I
227,P
242,Q
240,L
228,M
239,N
244,O
241,P
233,I
236,P
243,P
241,L
229,M
239,P
245,O
240,P
232,I
227,P
237,P
240,L
236,M
230,P
245,O
238,P
231,I
227,P
243,P
240,L
228,M
232,P
238,O
240,P
232,I
236,J
241,P
240,L
231,M
239,P
240,O
239,P
231,I
236,P
235,P
239,L
228,M
229,P
242,O
240,P
231,I
226,P
237,P
246,L
231,M
233,P
244,O
240,P
233,I
227,P
236,P
236,L
235,M
233,N
244,O
239,P
232,I
227,L
237,P
240,L
227,M
230,N
242,O
240,P
232,I
226,P
236,P
233,L
235,M
239,P
243,O
238,P
231,I
242,T
242,E
236,L
230,M
231,P
239,O
239,P
232,I
228,P
242,P
240,L
229,M
233,N
240,O
239,P
233,I
240,P
237,P
241,L
227,M
230,N
235,O
239,P
231,I
236,L
237,P
230,L
227,M
232,P
244,O
239,P
229,I
242,P
238,P
240,L
231,M
231,P
244,O
239,P
232,I
231,P
241,P
240,L
231,M
230,N
240,O
239,P
231,I
227,P
241,P
231,L
229,M
239,P
244,O
241,P
232,I
241,P
242,E
230,L
231,M
244,N
243,O
240,P
232,I
226,P
241,E
231,L
229,M
230,M
243,O
240,P
231,I
226,P
239,P
240,L
228,M
239,P
242,O
239,P
232,I
225,J
239,P
230,L
229,M
239,N
241,O
237,P
231,I
226,T
242,P
230,L
235,M
231,N
240,O
239,P
231,I
243,J
241,P
241,L
231,M
231,P
243,O
240,P
231,I
239,J
238,P
240,L
231,M
230,P
245,O
227,P
230,I
227,P
241,P
239,L
230,M
244,P
243,O
240,P
231,I
227,P
242,P
240,L
228,M
230,P
242,O
239,P
232,I
240,P
241,P
241,L
231,M
230,P
243,O
239,P
232,I
241,P
241,P
241,L
232,M
231,P
244,O
241,P
231,I
241,P
242,Q
231,L
235,M
244,P
239,O
241,P
232,I
227,J
237,P
239,L
231,M
239,N
245,O
240,P
231,I
227,P
242,Q
245,L
231,M
232,P
243,O
239,P
232,I
232,J
242,E
240,L
236,M
230,P
244,O
240,P
232,I
228,L
242,E
232,L
230,M
230,P
245,O
239,P
232,I
239,P
242,P
235,L
229,M
230,P
244,O
239,P
233,I
236,O
237,P
239,L
232,M
245,P
235,O
239,P
231,I
242,P
242,P
235,L
231,M
239,P
243,O
240,P
232,I
237,P
242,Q
235,L
230,M
238,M
243,O
239,P
232,I
236,P
236,Q
231,L
231,M
235,P
241,O
240,P
229,I
242,P
237,P
240,L
230,M
231,P
243,O
237,P
231,I
231,P
242,P
230,L
230,M
229,N
245,O
241,P
233,I
236,P
243,P
235,L
230,M
239,P
244,O
241,P
233,I
227,J
237,P
231,L
231,M
230,P
244,O
237,P
231,I
242,P
241,P
240,L
229,M
231,N
235,O
228,P
231,I
236,P
240,P
240,L
229,M
231,P
244,O
238,P
231,I
226,P
241,P
241,L
232,M
240,N
245,O
239,P
232,I
227,P
236,P
235,L
229,M
239,M
243,O
239,P
232,I
235,J
242,E
240,L
231,M
231,N
244,O
241,P
232,I
241,P
242,P
235,L
231,M
231,N
243,O
237,P
229,I
237,P
240,P
236,L
230,M
244,P
241,O
240,P
232,I
242,P
241,P
236,L
229,M
243,P
245,O
241,P
233,I
229,P
242,P
240,L
230,M
233,N
246,O
240,P
232,I
236,P
236,P
231,L
231,M
231,P
244,O
239,P
232,I
242,P
243,P
240,L
230,M
239,N
241,O
241,P
232,I
233,P
241,E
240,L
231,M
233,P
243,O
240,P
231,I
231,P
238,P
241,L
231,M
244,P
243,O
240,P
232,I
242,P
242,P
231,L
236,M
230,P
245,O
239,P
232,I
226,P
236,P
231,L
229,M
245,P
240,O
240,P
233,I
236,P
240,P
230,L
